Order_ID,Order_Date,Product_Code,Quantity,Vendor_ID,Country,Requested_Delivery_Date,Lead_Time,Season,Product_Category,Price,Promotion,Weather_Index,Historical_Orders,Delivery_Status
O00636,2010-08-26,P018,8,V099,Germany,2011-02-19,177,Summer,Women's Parka,279,1,Mild,665,0
O00637,2010-03-30,P012,50,V075,UK,2010-07-13,105,Spring,Men's Parka,233,1,Cold,949,1
O00638,2011-04-09,P007,15,V076,Germany,2011-07-10,92,Spring,Outdoor Series,272,0,Cold,713,1
O00639,2010-05-14,P015,48,V035,UK,2010-09-05,114,Spring,Women's Parka,404,1,Mild,568,1
O00640,2010-09-20,P010,42,V097,Spain,2010-12-21,92,Fall,Men's Parka,351,0,Cold,721,1
O00641,2011-01-26,P015,39,V083,Germany,2011-05-28,122,Winter,Men's Parka,287,1,Snow,372,0
O00642,2011-08-28,P009,1,V052,Russia,2011-11-25,89,Summer,Outdoor Series,467,0,Mild,589,1
O00643,2011-12-24,P004,41,V046,UK,2012-05-18,146,Winter,Men's Parka,492,1,Cold,887,0
O00644,2010-12-06,P003,50,V061,UK,2011-03-26,110,Winter,Women's Parka,357,1,Mild,758,1
O00645,2011-05-22,P006,41,V086,Germany,2011-07-20,59,Spring,Outdoor Series,408,1,Mild,573,1
O00646,2010-11-09,P010,25,V078,Germany,2011-02-08,91,Fall,Men's Parka,352,0,Cold,622,1
O00647,2010-12-22,P020,4,V052,Germany,2011-05-14,143,Winter,Women's Parka,281,1,Mild,909,0
O00648,2011-07-19,P002,20,V063,Italy,2011-11-30,134,Summer,Men's Parka,210,1,Mild,797,0
O00649,2010-07-09,P007,34,V066,Russia,2010-11-08,122,Summer,Women's Parka,324,0,Cold,961,0
O00650,2010-09-20,P011,3,V036,Italy,2010-11-09,50,Fall,Men's Parka,414,0,Cold,900,1
O00651,2010-05-30,P005,21,V019,Spain,2010-09-27,120,Spring,Men's Parka,266,1,Cold,513,1
O00652,2010-04-18,P003,35,V099,Germany,2010-10-08,173,Spring,Children's Parka,388,1,Mild,406,0
O00653,2009-09-05,P008,37,V059,Spain,2010-02-11,159,Fall,Children's Parka,470,0,Mild,835,0
O00654,2010-01-30,P012,10,V014,Poland,2010-03-20,49,Winter,Outdoor Series,420,1,Mild,522,1
O00655,2010-10-09,P013,21,V016,Germany,2011-02-08,122,Fall,Women's Parka,309,0,Snow,901,0
O00656,2009-09-02,P017,33,V033,France,2010-02-02,153,Fall,Women's Parka,253,1,Snow,884,0
O00657,2010-01-15,P002,45,V063,UK,2010-04-13,88,Winter,Men's Parka,358,0,Snow,995,1
O00658,2010-01-28,P010,15,V064,France,2010-06-21,144,Winter,Outdoor Series,328,1,Cold,796,0
O00659,2010-03-20,P009,10,V030,France,2010-08-04,137,Spring,Women's Parka,242,1,Snow,888,0
O00660,2011-09-19,P006,4,V081,Poland,2011-12-16,88,Fall,Men's Parka,436,1,Mild,854,1
O00661,2010-07-21,P001,44,V018,UK,2011-01-12,175,Summer,Men's Parka,220,0,Snow,584,0
O00662,2011-12-11,P013,47,V004,Italy,2012-02-11,62,Winter,Children's Parka,399,0,Mild,912,1
O00663,2010-08-03,P015,26,V013,Italy,2011-01-17,167,Summer,Men's Parka,349,1,Snow,379,0
O00664,2009-07-25,P018,29,V095,Spain,2009-10-25,92,Summer,Children's Parka,399,1,Cold,563,1
O00665,2010-02-02,P018,49,V007,Poland,2010-06-16,134,Winter,Children's Parka,280,0,Cold,913,0
O00666,2010-08-30,P008,39,V009,Germany,2011-02-25,179,Summer,Men's Parka,381,1,Cold,818,0
O00667,2010-04-11,P004,37,V064,UK,2010-06-15,65,Spring,Women's Parka,391,1,Cold,737,1
O00668,2011-01-10,P015,33,V087,Italy,2011-04-16,96,Winter,Women's Parka,348,1,Snow,335,1
O00669,2010-01-03,P004,6,V004,Poland,2010-04-16,103,Winter,Men's Parka,221,0,Mild,903,1
O00670,2010-09-12,P005,15,V023,Russia,2011-01-07,117,Fall,Women's Parka,295,1,Cold,935,1
O00671,2009-01-29,P004,28,V049,Russia,2009-05-19,110,Winter,Men's Parka,406,1,Mild,622,1
O00672,2011-12-30,P001,19,V078,Italy,2012-02-28,60,Winter,Outdoor Series,317,1,Mild,621,1
O00673,2009-09-17,P002,26,V087,UK,2009-11-06,50,Fall,Children's Parka,388,1,Cold,314,1
O00674,2010-07-16,P008,10,V042,Germany,2010-11-27,134,Summer,Men's Parka,374,1,Cold,588,0
O00675,2009-04-04,P005,9,V020,Germany,2009-08-19,137,Spring,Men's Parka,478,0,Cold,911,0
O00676,2009-04-22,P007,22,V039,France,2009-09-28,159,Spring,Men's Parka,295,1,Snow,977,0
O00677,2010-08-22,P013,6,V080,Germany,2010-10-28,67,Summer,Women's Parka,350,1,Cold,512,1
O00678,2009-09-16,P012,31,V080,Italy,2010-03-12,177,Fall,Outdoor Series,298,0,Snow,446,0
O00679,2011-10-03,P003,37,V013,France,2012-03-07,156,Fall,Men's Parka,211,0,Cold,726,0
O00680,2009-07-30,P019,48,V098,France,2009-10-18,80,Summer,Outdoor Series,243,0,Mild,746,1
O00681,2009-01-26,P019,4,V010,Russia,2009-04-12,76,Winter,Outdoor Series,440,0,Mild,603,1
O00682,2010-08-06,P009,36,V085,France,2010-12-30,146,Summer,Men's Parka,393,0,Mild,521,0
O00683,2011-08-20,P003,26,V097,Germany,2011-09-22,33,Summer,Men's Parka,357,1,Snow,430,1
O00684,2011-09-08,P001,17,V067,Germany,2011-11-19,72,Fall,Women's Parka,410,1,Cold,434,1
O00685,2011-06-22,P003,6,V099,Germany,2011-08-21,60,Summer,Men's Parka,343,0,Cold,527,1
O00686,2010-11-29,P007,26,V064,France,2011-04-15,137,Fall,Men's Parka,348,0,Snow,904,0
O00687,2010-01-13,P015,33,V060,France,2010-04-20,97,Winter,Men's Parka,462,1,Mild,563,1
O00688,2009-04-16,P005,28,V026,Germany,2009-10-04,171,Spring,Men's Parka,494,1,Cold,690,0
O00689,2010-06-02,P003,50,V038,UK,2010-10-30,150,Summer,Men's Parka,471,0,Cold,403,0
O00690,2011-09-06,P011,45,V085,Russia,2011-10-31,55,Fall,Men's Parka,458,0,Mild,433,1
O00691,2009-08-22,P004,9,V064,Russia,2009-10-23,62,Summer,Women's Parka,211,0,Cold,403,1
O00692,2009-05-14,P002,49,V063,Italy,2009-06-21,38,Spring,Women's Parka,315,0,Mild,460,1
O00693,2011-04-01,P015,9,V065,Poland,2011-08-19,140,Spring,Children's Parka,255,0,Mild,861,0
O00694,2011-10-05,P002,31,V034,Germany,2011-11-10,36,Fall,Men's Parka,388,0,Snow,899,1
O00695,2009-06-01,P006,36,V070,Spain,2009-08-12,72,Summer,Men's Parka,323,1,Cold,846,1
O00696,2009-04-20,P019,13,V044,Poland,2009-06-07,48,Spring,Women's Parka,484,1,Mild,966,1
O00697,2009-11-07,P014,32,V070,France,2010-01-09,63,Fall,Women's Parka,456,0,Mild,376,1
O00698,2009-11-02,P013,26,V070,Spain,2010-04-12,161,Fall,Men's Parka,465,0,Cold,976,0
O00699,2010-09-15,P016,42,V003,Germany,2011-02-27,165,Fall,Outdoor Series,291,0,Mild,406,0
O00700,2009-06-24,P001,37,V098,UK,2009-10-31,129,Summer,Men's Parka,341,1,Mild,637,0
O00701,2010-05-24,P013,13,V005,Germany,2010-10-09,138,Spring,Women's Parka,369,1,Mild,930,0
O00702,2009-08-31,P014,36,V056,Germany,2009-12-29,120,Summer,Women's Parka,268,1,Cold,595,1
O00703,2011-05-03,P006,40,V016,Germany,2011-07-04,62,Spring,Women's Parka,438,1,Cold,875,1
O00704,2010-04-08,P012,48,V050,Germany,2010-08-18,132,Spring,Women's Parka,231,0,Cold,647,0
O00705,2011-12-07,P007,34,V058,Germany,2012-05-27,172,Winter,Men's Parka,374,0,Cold,533,0
O00706,2011-02-19,P006,16,V041,Russia,2011-05-21,91,Winter,Outdoor Series,219,0,Mild,557,1
O00707,2011-07-12,P009,16,V049,France,2011-10-25,105,Summer,Men's Parka,348,0,Snow,316,1
O00708,2011-06-26,P009,5,V057,Italy,2011-08-25,60,Summer,Men's Parka,229,1,Cold,304,1
O00709,2010-09-01,P015,18,V059,Germany,2010-12-26,116,Fall,Men's Parka,349,1,Mild,374,1
O00710,2011-05-29,P005,50,V005,Russia,2011-09-22,116,Spring,Men's Parka,322,0,Mild,486,1
O00711,2010-09-18,P002,28,V005,Spain,2010-11-14,57,Fall,Men's Parka,304,1,Cold,761,1
O00712,2009-05-04,P020,21,V023,UK,2009-06-14,41,Spring,Women's Parka,310,1,Cold,747,1
O00713,2009-07-23,P020,44,V072,Italy,2009-09-09,48,Summer,Children's Parka,306,0,Mild,467,1
O00714,2010-03-02,P020,37,V085,Germany,2010-06-30,120,Spring,Children's Parka,381,0,Cold,440,1
O00715,2010-03-09,P008,6,V100,Russia,2010-07-31,144,Spring,Men's Parka,299,0,Cold,497,0
O00716,2010-06-26,P010,8,V039,Italy,2010-11-07,134,Summer,Men's Parka,469,0,Snow,905,0
O00717,2009-06-16,P016,43,V091,Russia,2009-11-08,145,Summer,Women's Parka,331,0,Mild,843,0
O00718,2009-11-18,P014,27,V022,France,2010-04-08,141,Fall,Women's Parka,500,0,Snow,611,0
O00719,2010-05-07,P018,28,V063,Spain,2010-08-19,104,Spring,Men's Parka,361,1,Mild,809,1
O00720,2009-12-22,P016,24,V056,Russia,2010-05-23,152,Winter,Women's Parka,262,1,Cold,607,0
O00721,2009-06-03,P002,23,V018,France,2009-08-06,64,Summer,Outdoor Series,402,1,Mild,476,1
O00722,2009-11-17,P003,13,V040,Italy,2010-02-01,76,Fall,Outdoor Series,313,0,Cold,952,1
O00723,2009-01-06,P009,21,V092,UK,2009-07-05,180,Winter,Women's Parka,272,0,Cold,465,0
O00724,2011-04-17,P013,23,V050,Russia,2011-09-24,160,Spring,Men's Parka,252,0,Mild,649,0
O00725,2011-07-12,P005,39,V063,UK,2011-09-01,51,Summer,Women's Parka,246,1,Cold,707,1
O00726,2011-08-21,P014,42,V098,Russia,2011-10-28,68,Summer,Women's Parka,248,0,Mild,772,1
O00727,2010-08-20,P007,2,V015,Russia,2010-09-20,31,Summer,Children's Parka,432,0,Snow,816,1
O00728,2009-03-08,P017,50,V073,Russia,2009-07-10,124,Spring,Women's Parka,469,1,Cold,803,0
O00729,2010-04-20,P008,20,V087,Russia,2010-09-13,146,Spring,Women's Parka,438,0,Snow,365,0
O00730,2010-08-14,P018,11,V063,Russia,2010-12-19,127,Summer,Men's Parka,263,1,Snow,825,0
O00731,2010-08-03,P001,23,V085,UK,2010-11-23,112,Summer,Outdoor Series,478,0,Cold,813,1
O00732,2011-07-19,P013,40,V071,Spain,2011-12-08,142,Summer,Women's Parka,224,0,Snow,838,0
O00733,2009-05-26,P012,29,V088,Poland,2009-08-09,75,Spring,Outdoor Series,301,1,Cold,444,1
O00734,2010-04-24,P016,40,V070,Poland,2010-10-01,160,Spring,Men's Parka,323,1,Cold,431,0
O00735,2010-06-26,P018,10,V074,Germany,2010-12-23,180,Summer,Women's Parka,246,1,Cold,509,0
O00736,2010-02-10,P016,29,V061,Poland,2010-05-22,101,Winter,Men's Parka,301,1,Mild,761,1
O00737,2011-05-21,P012,3,V061,France,2011-07-14,54,Spring,Men's Parka,452,0,Snow,838,1
O00738,2009-08-24,P019,15,V072,Poland,2009-11-21,89,Summer,Women's Parka,310,1,Mild,958,1
O00739,2010-04-06,P017,13,V021,Spain,2010-07-21,106,Spring,Men's Parka,268,1,Cold,859,1
O00740,2009-11-02,P011,44,V065,Germany,2010-04-07,156,Fall,Outdoor Series,407,0,Cold,964,0
O00741,2010-06-29,P013,24,V008,Germany,2010-10-24,117,Summer,Outdoor Series,365,1,Cold,794,1
O00742,2009-10-19,P009,10,V051,France,2009-11-30,42,Fall,Children's Parka,315,0,Snow,359,1
O00743,2009-05-27,P006,49,V034,Spain,2009-11-17,174,Spring,Men's Parka,220,1,Mild,637,0
O00744,2009-05-03,P001,47,V064,Italy,2009-10-12,162,Spring,Men's Parka,408,0,Cold,973,0
O00745,2009-12-06,P011,6,V076,Russia,2010-05-19,164,Winter,Children's Parka,217,0,Cold,859,0
O00746,2010-09-22,P020,8,V049,France,2011-03-19,178,Fall,Men's Parka,239,1,Snow,597,0
O00747,2010-08-15,P008,48,V079,UK,2011-01-22,160,Summer,Women's Parka,242,0,Mild,369,0
O00748,2011-06-19,P001,4,V087,Poland,2011-11-05,139,Summer,Children's Parka,458,1,Cold,697,0
O00749,2009-09-12,P009,16,V046,France,2009-12-24,103,Fall,Women's Parka,454,1,Cold,834,1
O00750,2011-08-18,P002,40,V099,UK,2011-12-08,112,Summer,Men's Parka,367,0,Mild,350,1
O00751,2010-09-15,P016,10,V037,Germany,2011-01-21,128,Fall,Women's Parka,399,0,Mild,693,0
O00752,2011-04-05,P017,19,V042,UK,2011-07-25,111,Spring,Children's Parka,248,0,Mild,378,1
O00753,2010-07-12,P012,1,V008,Spain,2010-09-25,75,Summer,Men's Parka,436,0,Cold,504,1
O00754,2011-10-22,P019,22,V004,Russia,2011-12-27,66,Fall,Outdoor Series,456,0,Cold,561,1
O00755,2011-10-09,P008,45,V076,UK,2011-11-18,40,Fall,Women's Parka,408,1,Mild,889,1
O00756,2011-06-16,P006,8,V006,Poland,2011-09-07,83,Summer,Women's Parka,482,1,Snow,957,1
O00757,2009-06-14,P004,20,V017,Spain,2009-11-01,140,Summer,Children's Parka,468,0,Cold,678,0
O00758,2009-03-23,P008,29,V047,Italy,2009-09-01,162,Spring,Women's Parka,204,1,Cold,710,0
O00759,2011-06-04,P008,31,V045,UK,2011-09-13,101,Summer,Men's Parka,205,0,Mild,613,1
O00760,2010-10-23,P009,2,V095,Russia,2011-04-18,177,Fall,Men's Parka,294,0,Snow,778,0
O00761,2010-05-28,P018,22,V075,France,2010-09-15,110,Spring,Men's Parka,306,0,Mild,888,1
O00762,2009-02-22,P002,14,V004,Italy,2009-04-18,55,Winter,Men's Parka,213,0,Cold,913,1
O00763,2009-07-07,P008,48,V098,Italy,2009-11-02,118,Summer,Children's Parka,215,1,Cold,849,1
O00764,2010-04-14,P019,35,V081,Russia,2010-07-25,102,Spring,Men's Parka,500,1,Mild,577,1
O00765,2009-02-12,P013,14,V044,Spain,2009-04-25,72,Winter,Men's Parka,254,0,Cold,700,1
O00766,2010-07-06,P012,14,V049,Spain,2010-09-04,60,Summer,Men's Parka,371,0,Cold,325,1
O00767,2009-03-24,P006,35,V013,France,2009-07-05,103,Spring,Men's Parka,412,0,Cold,995,1
O00768,2009-12-25,P006,34,V055,UK,2010-04-04,100,Winter,Children's Parka,257,1,Cold,632,1
O00769,2011-08-22,P008,49,V045,UK,2012-01-23,154,Summer,Women's Parka,481,0,Mild,827,0
O00770,2011-11-29,P019,17,V046,Germany,2012-04-19,142,Fall,Women's Parka,265,1,Mild,738,0
O00771,2011-06-25,P011,36,V053,Russia,2011-09-20,87,Summer,Outdoor Series,468,0,Cold,754,1
O00772,2010-07-24,P012,31,V045,UK,2010-10-05,73,Summer,Women's Parka,206,0,Snow,938,1
O00773,2010-01-07,P019,40,V008,Italy,2010-04-20,103,Winter,Children's Parka,325,1,Cold,575,1
O00774,2011-06-12,P001,47,V085,Poland,2011-09-16,96,Summer,Women's Parka,393,0,Cold,880,1
O00775,2011-10-05,P012,10,V032,Poland,2011-12-01,57,Fall,Women's Parka,370,0,Cold,696,1
O00776,2009-07-06,P019,45,V032,Italy,2009-10-03,89,Summer,Men's Parka,441,1,Mild,497,1
O00777,2011-08-21,P019,45,V031,Italy,2011-11-30,101,Summer,Men's Parka,454,0,Cold,994,1
O00778,2010-12-14,P005,43,V083,Germany,2011-02-18,66,Winter,Men's Parka,335,1,Mild,854,1
O00779,2011-04-17,P019,2,V040,France,2011-06-10,54,Spring,Women's Parka,345,1,Cold,547,1
O00780,2010-11-14,P007,25,V076,Germany,2011-02-04,82,Fall,Men's Parka,261,0,Mild,303,1
O00781,2010-10-20,P016,38,V011,Poland,2011-04-09,171,Fall,Children's Parka,412,1,Cold,935,0
O00782,2009-08-03,P018,43,V089,Spain,2010-01-10,160,Summer,Children's Parka,201,1,Cold,755,0
O00783,2009-11-26,P010,34,V009,Spain,2010-02-07,73,Fall,Women's Parka,309,0,Mild,457,1
O00784,2010-11-07,P006,3,V040,France,2010-12-14,37,Fall,Men's Parka,400,0,Snow,506,1
O00785,2011-04-24,P016,17,V015,Poland,2011-06-03,40,Spring,Men's Parka,388,1,Mild,704,1
O00786,2011-10-12,P002,11,V044,Spain,2012-03-28,168,Fall,Women's Parka,377,1,Cold,422,0
O00787,2010-08-14,P003,4,V022,France,2011-01-28,167,Summer,Men's Parka,268,0,Cold,351,0
O00788,2011-04-01,P002,19,V003,France,2011-06-19,79,Spring,Men's Parka,229,0,Cold,856,1
O00789,2009-03-17,P008,13,V069,Russia,2009-04-17,31,Spring,Women's Parka,239,0,Cold,360,1
O00790,2011-07-21,P020,45,V042,Germany,2011-12-23,155,Summer,Men's Parka,359,1,Snow,887,0
O00791,2009-06-30,P008,40,V005,Spain,2009-08-05,36,Summer,Women's Parka,236,1,Cold,444,1
O00792,2010-10-07,P001,18,V059,UK,2011-02-08,124,Fall,Women's Parka,263,0,Cold,727,0
O00793,2010-06-01,P017,4,V085,Germany,2010-08-22,82,Summer,Men's Parka,469,0,Snow,385,1
O00794,2010-10-25,P016,30,V055,Spain,2011-02-04,102,Fall,Women's Parka,494,1,Cold,693,1
O00795,2009-08-26,P001,42,V073,Germany,2010-02-18,176,Summer,Men's Parka,346,1,Cold,710,0
O00796,2011-04-08,P011,1,V066,Spain,2011-08-25,139,Spring,Children's Parka,255,0,Cold,435,0
O00797,2011-11-20,P020,5,V054,Russia,2012-04-11,143,Fall,Women's Parka,476,0,Snow,307,0
O00798,2009-01-03,P007,25,V035,Russia,2009-06-15,163,Winter,Men's Parka,349,1,Cold,401,0
O00799,2011-08-05,P005,43,V003,Russia,2011-10-06,62,Summer,Women's Parka,315,1,Mild,728,1
O00800,2011-04-27,P011,18,V090,Italy,2011-09-20,146,Spring,Children's Parka,318,1,Snow,630,0
O00801,2009-04-22,P006,43,V061,UK,2009-08-05,105,Spring,Men's Parka,403,1,Cold,664,1
O00802,2010-01-20,P011,43,V076,Spain,2010-03-19,58,Winter,Women's Parka,471,0,Mild,626,1
O00803,2011-11-28,P002,24,V003,UK,2012-01-27,60,Fall,Women's Parka,444,0,Cold,760,1
O00804,2011-01-11,P001,7,V041,UK,2011-06-03,143,Winter,Children's Parka,375,1,Snow,1000,0
O00805,2011-10-18,P005,2,V049,Spain,2012-03-06,140,Fall,Men's Parka,213,1,Cold,818,0
O00806,2011-06-25,P019,19,V074,UK,2011-11-28,156,Summer,Outdoor Series,500,0,Cold,716,0
O00807,2009-04-16,P005,42,V050,France,2009-07-22,97,Spring,Men's Parka,271,0,Snow,584,1
O00808,2010-02-21,P004,25,V042,Italy,2010-04-14,52,Winter,Outdoor Series,408,0,Cold,638,1
O00809,2010-07-01,P017,15,V074,Russia,2010-09-04,65,Summer,Women's Parka,299,1,Cold,811,1
O00810,2009-09-26,P012,25,V013,Russia,2010-01-05,101,Fall,Children's Parka,287,1,Cold,981,1
O00811,2010-08-13,P003,33,V063,UK,2010-10-11,59,Summer,Children's Parka,280,1,Cold,835,1
O00812,2011-06-17,P012,46,V013,Spain,2011-10-15,120,Summer,Women's Parka,310,0,Mild,708,1
O00813,2011-09-20,P013,7,V089,Germany,2011-11-09,50,Fall,Children's Parka,458,0,Snow,630,1
O00814,2009-09-06,P019,21,V087,Russia,2009-12-01,86,Fall,Men's Parka,275,0,Mild,635,1
O00815,2009-03-01,P004,32,V027,Spain,2009-04-19,49,Spring,Men's Parka,237,1,Cold,667,1
O00816,2010-05-06,P011,39,V044,Italy,2010-08-27,113,Spring,Children's Parka,322,1,Mild,805,1
O00817,2009-11-21,P010,35,V064,Italy,2010-01-30,70,Fall,Men's Parka,431,1,Cold,660,1
O00818,2010-09-29,P011,6,V065,UK,2011-03-07,159,Fall,Children's Parka,340,1,Cold,402,0
O00819,2009-01-29,P005,12,V098,Italy,2009-05-24,115,Winter,Men's Parka,371,0,Cold,476,1
O00820,2011-04-16,P006,13,V086,Spain,2011-07-25,100,Spring,Outdoor Series,372,1,Cold,560,1
O00821,2009-07-10,P014,33,V044,France,2009-12-03,146,Summer,Men's Parka,414,1,Cold,781,0
O00822,2010-04-06,P016,30,V022,Russia,2010-09-14,161,Spring,Men's Parka,239,0,Mild,741,0
O00823,2009-08-21,P011,36,V079,Russia,2009-10-08,48,Summer,Men's Parka,247,0,Cold,581,1
O00824,2011-08-04,P006,46,V039,Russia,2011-11-22,110,Summer,Children's Parka,330,0,Mild,305,1
O00825,2009-08-29,P018,2,V047,Germany,2009-10-07,39,Summer,Men's Parka,218,1,Cold,307,1
O00826,2009-11-12,P020,3,V056,Russia,2010-04-01,140,Fall,Outdoor Series,350,0,Snow,353,0
O00827,2011-10-18,P012,16,V026,UK,2011-12-12,55,Fall,Women's Parka,266,0,Cold,695,1
O00828,2010-08-21,P008,34,V064,Germany,2011-01-31,163,Summer,Children's Parka,466,1,Snow,836,0
O00829,2011-11-09,P019,20,V082,Spain,2012-02-28,111,Fall,Women's Parka,474,0,Cold,757,1
O00830,2010-07-14,P006,22,V010,UK,2010-09-30,78,Summer,Children's Parka,408,1,Mild,645,1
O00831,2011-05-01,P013,32,V069,Germany,2011-10-20,172,Spring,Men's Parka,221,1,Cold,833,0
O00832,2011-09-16,P010,26,V028,Russia,2011-10-25,39,Fall,Men's Parka,387,1,Cold,724,1
O00833,2011-08-26,P010,48,V037,Russia,2011-09-27,32,Summer,Women's Parka,210,0,Cold,843,1
O00834,2010-05-15,P005,11,V034,Italy,2010-08-15,92,Spring,Outdoor Series,372,1,Cold,435,1
O00835,2011-07-25,P006,2,V007,Russia,2011-09-28,65,Summer,Men's Parka,321,0,Cold,598,1
O00836,2009-10-24,P001,23,V039,UK,2010-04-22,180,Fall,Women's Parka,452,1,Cold,999,0
O00837,2011-02-25,P019,44,V074,Germany,2011-07-01,126,Winter,Women's Parka,402,0,Cold,358,0
O00838,2010-01-26,P013,23,V052,Russia,2010-04-22,86,Winter,Women's Parka,419,1,Cold,665,1
O00839,2011-11-07,P019,23,V029,France,2012-01-26,80,Fall,Men's Parka,422,1,Cold,373,1
O00840,2009-10-07,P002,41,V080,Italy,2010-01-12,97,Fall,Women's Parka,223,0,Snow,724,1
O00841,2009-05-23,P006,20,V096,Italy,2009-10-20,150,Spring,Women's Parka,465,0,Snow,691,0
O00842,2010-07-20,P020,16,V012,Spain,2010-09-26,68,Summer,Outdoor Series,249,0,Cold,661,1
O00843,2011-04-30,P011,33,V092,Germany,2011-10-01,154,Spring,Women's Parka,259,0,Snow,561,0
O00844,2010-11-28,P020,18,V075,UK,2011-02-13,77,Fall,Outdoor Series,265,0,Mild,632,1
O00845,2011-11-06,P008,4,V013,UK,2012-04-11,157,Fall,Outdoor Series,418,0,Snow,409,0
O00846,2010-07-02,P019,41,V076,Germany,2010-10-12,102,Summer,Women's Parka,209,1,Mild,457,1
O00847,2009-01-06,P004,17,V044,Germany,2009-03-10,63,Winter,Men's Parka,221,1,Cold,479,1
O00848,2010-08-03,P016,25,V035,Poland,2010-10-22,80,Summer,Women's Parka,298,0,Cold,562,1
O00849,2010-09-04,P005,2,V009,Russia,2010-10-26,52,Fall,Children's Parka,228,0,Cold,609,1
O00850,2011-09-30,P011,36,V073,Poland,2012-03-10,162,Fall,Men's Parka,466,0,Snow,566,0
O00851,2009-11-01,P003,18,V068,Russia,2010-01-24,84,Fall,Men's Parka,304,0,Snow,370,1
O00852,2011-07-04,P008,15,V061,Russia,2011-08-03,30,Summer,Men's Parka,384,0,Mild,824,1
O00853,2011-09-19,P012,10,V055,UK,2012-02-07,141,Fall,Men's Parka,399,1,Cold,902,0
O00854,2010-12-08,P011,22,V027,Germany,2011-01-24,47,Winter,Men's Parka,403,0,Mild,926,1
O00855,2010-11-12,P006,26,V045,Russia,2011-04-16,155,Fall,Women's Parka,245,1,Cold,783,0
O00856,2011-02-12,P003,43,V010,Italy,2011-08-03,172,Winter,Children's Parka,213,0,Cold,603,0
O00857,2011-07-22,P011,9,V084,Poland,2011-10-13,83,Summer,Outdoor Series,397,0,Snow,305,1
O00858,2010-10-22,P015,6,V039,Poland,2011-01-05,75,Fall,Women's Parka,278,1,Mild,447,1
O00859,2010-01-22,P001,47,V065,Germany,2010-03-02,39,Winter,Men's Parka,433,1,Mild,506,1
O00860,2010-05-05,P009,25,V039,Russia,2010-09-19,137,Spring,Children's Parka,237,0,Snow,506,0
O00861,2011-02-24,P007,34,V056,France,2011-06-01,97,Winter,Outdoor Series,364,0,Cold,841,1
O00862,2010-04-24,P008,44,V085,UK,2010-08-29,127,Spring,Outdoor Series,308,0,Cold,716,0
O00863,2011-04-22,P003,40,V070,Russia,2011-10-18,179,Spring,Women's Parka,251,0,Cold,847,0
O00864,2009-03-31,P012,41,V041,Poland,2009-06-29,90,Spring,Children's Parka,289,0,Snow,736,1
O00865,2010-10-14,P009,44,V026,UK,2011-02-10,119,Fall,Outdoor Series,311,1,Mild,317,1
O00866,2011-08-27,P004,15,V054,UK,2012-01-27,153,Summer,Children's Parka,330,1,Snow,824,0
O00867,2011-02-20,P001,27,V052,Russia,2011-08-04,165,Winter,Men's Parka,374,1,Snow,538,0
O00868,2011-03-02,P002,16,V033,Russia,2011-05-17,76,Spring,Men's Parka,382,0,Cold,625,1
O00869,2009-11-08,P013,37,V080,Spain,2010-02-22,106,Fall,Men's Parka,226,0,Cold,781,1
O00870,2011-10-12,P015,10,V066,Germany,2012-01-09,89,Fall,Men's Parka,420,0,Mild,342,1
O00871,2009-03-17,P014,28,V059,Poland,2009-06-29,104,Spring,Men's Parka,460,1,Cold,365,1
O00872,2009-09-16,P006,20,V086,Germany,2010-02-17,154,Fall,Outdoor Series,481,1,Snow,763,0
O00873,2011-10-26,P014,39,V098,Italy,2012-03-29,155,Fall,Children's Parka,293,1,Cold,320,0
O00874,2010-11-11,P016,22,V071,Poland,2011-03-21,130,Fall,Women's Parka,423,1,Cold,551,0
O00875,2009-07-25,P013,29,V024,Spain,2009-11-23,121,Summer,Outdoor Series,492,1,Cold,718,0
O00876,2011-06-21,P012,35,V003,Russia,2011-12-07,169,Summer,Men's Parka,255,1,Cold,498,0
O00877,2009-07-24,P018,9,V081,Italy,2009-12-24,153,Summer,Children's Parka,448,0,Mild,346,0
O00878,2011-12-14,P013,14,V091,Spain,2012-03-28,105,Winter,Outdoor Series,448,0,Mild,937,1
O00879,2011-07-25,P004,42,V067,Italy,2011-09-17,54,Summer,Men's Parka,417,0,Snow,605,1
O00880,2009-02-01,P016,9,V024,Poland,2009-04-28,86,Winter,Women's Parka,487,1,Snow,574,1
O00881,2009-10-23,P019,38,V074,Italy,2009-12-20,58,Fall,Children's Parka,273,1,Cold,457,1
O00882,2011-04-20,P008,35,V064,Russia,2011-08-01,103,Spring,Men's Parka,307,0,Snow,517,1
O00883,2009-11-13,P006,44,V028,Poland,2010-03-30,137,Fall,Children's Parka,468,1,Cold,824,0
O00884,2009-06-03,P015,13,V085,Spain,2009-10-25,144,Summer,Women's Parka,335,0,Cold,958,0
O00885,2011-08-20,P003,9,V096,Germany,2011-12-11,113,Summer,Men's Parka,348,0,Snow,721,1
O00886,2010-06-27,P002,20,V060,Germany,2010-09-28,93,Summer,Children's Parka,220,0,Cold,362,1
O00887,2010-11-25,P010,45,V035,Russia,2011-04-12,138,Fall,Men's Parka,259,1,Snow,477,0
O00888,2011-03-26,P001,46,V082,France,2011-05-24,59,Spring,Men's Parka,323,0,Mild,346,1
