Order Date,Requested Delivery Date,Customer Country Code,Product Code,Description,Order Type,Customer Order Code,Value,Currency,Items,Route,demand_lead_time,Month_Year
2009-07-14,2009-10-17,RU,PRD-3911,Kid's Parka,VO,CUST-90477,274.21,EUR,14,R4,2,2009-07
2009-08-24,2010-04-08,IT,PRD-7752,Kid's Parka,VO,CUST-39508,291.32,GBP,38,R3,16,2009-08
2011-09-10,2011-12-13,DE,PRD-2255,Kid's Parka,VO,CUST-82882,204.06,RUB,27,R4,66,2011-09
2009-03-31,2011-07-14,ES,PRD-3851,Women's Parka,VO,CUST-45807,356.5,GBP,41,R4,24,2009-03
2009-05-18,2009-08-23,IT,PRD-4117,Winter Coat,VO,CUST-28915,187.39,RUB,53,R1,15,2009-05
2010-06-14,2010-08-25,IT,PRD-8505,Kid's Parka,VO,CUST-94893,71.84,EUR,95,R1,72,2010-06
2009-11-21,2010-08-29,ES,PRD-6610,Kid's Parka,VO,CUST-83166,336.13,EUR,30,R1,41,2009-11
2009-07-04,2010-05-06,ES,PRD-1786,Winter Coat,VO,CUST-78501,360.56,USD,1,R5,50,2009-07
2011-08-15,2011-09-10,RU,PRD-6436,Women's Parka,VO,CUST-20445,207.8,RUB,78,R5,26,2011-08
2010-01-27,2011-04-08,RU,PRD-3170,Men's Parka,VO,CUST-96309,275.52,EUR,7,R5,25,2010-01
2010-05-03,2011-12-12,FR,PRD-6877,Women's Parka,VO,CUST-75936,94.82,EUR,51,R5,21,2010-05
2009-12-09,2010-02-01,DE,PRD-5952,Winter Coat,VO,CUST-92235,203.13,EUR,85,R1,54,2009-12
2009-04-27,2011-07-27,RU,PRD-2383,Kid's Parka,VO,CUST-82684,67.6,USD,55,R4,26,2009-04
2010-05-12,2011-02-27,IT,PRD-6722,Winter Coat,VO,CUST-52418,272.67,EUR,31,R2,45,2010-05
2009-10-30,2011-04-20,ES,PRD-9464,Men's Parka,VO,CUST-19230,420.78,EUR,54,R2,63,2009-10
2010-09-21,2011-09-23,DE,PRD-5932,Men's Parka,VO,CUST-68867,206.46,GBP,27,R5,37,2010-09
2009-02-22,2011-03-28,ES,PRD-4617,Kid's Parka,VO,CUST-57885,308.45,RUB,79,R4,38,2009-02
2011-09-16,2011-10-17,IT,PRD-2597,Winter Coat,VO,CUST-67025,135.32,EUR,94,R1,31,2011-09
2010-09-04,2011-10-01,FR,PRD-4819,Women's Parka,VO,CUST-91396,140.76,GBP,36,R2,6,2010-09
2010-01-31,2011-11-16,FR,PRD-1187,Men's Parka,VO,CUST-64988,368.42,EUR,2,R1,45,2010-01
2009-09-07,2010-04-20,RU,PRD-7919,Winter Coat,VO,CUST-48474,180.35,EUR,20,R5,14,2009-09
2009-09-03,2011-03-01,DE,PRD-5139,Kid's Parka,VO,CUST-24922,278.22,GBP,10,R1,55,2009-09
2010-01-27,2010-09-13,IT,PRD-8521,Women's Parka,VO,CUST-66835,205.0,EUR,58,R4,65,2010-01
2011-07-26,2011-09-23,ES,PRD-6726,Winter Coat,VO,CUST-25002,273.27,GBP,47,R1,59,2011-07
2011-05-23,2011-05-26,DE,PRD-9777,Winter Coat,VO,CUST-52107,430.35,USD,39,R5,3,2011-05
2010-02-10,2010-08-29,DE,PRD-6417,Women's Parka,VO,CUST-21827,436.05,EUR,62,R2,69,2010-02
2009-08-19,2010-04-14,ES,PRD-6845,Kid's Parka,VO,CUST-35005,124.97,USD,82,R2,78,2009-08
2010-01-10,2011-12-21,FR,PRD-3679,Winter Coat,VO,CUST-48968,227.18,RUB,73,R1,46,2010-01
2009-10-18,2011-01-27,RU,PRD-2914,Men's Parka,VO,CUST-14681,326.44,GBP,32,R3,47,2009-10
2010-01-06,2011-03-25,ES,PRD-4377,Winter Coat,VO,CUST-82228,243.58,USD,63,R5,9,2010-01
2010-01-08,2011-04-09,FR,PRD-6657,Women's Parka,VO,CUST-27351,204.46,GBP,39,R4,20,2010-01
2009-12-29,2011-05-17,DE,PRD-1345,Men's Parka,VO,CUST-63844,426.93,EUR,2,R1,39,2009-12
2009-12-20,2011-01-04,FR,PRD-4835,Kid's Parka,VO,CUST-79439,394.35,USD,16,R5,60,2009-12
2009-08-16,2009-11-26,FR,PRD-1146,Women's Parka,VO,CUST-12188,55.72,EUR,84,R3,64,2009-08
2009-09-02,2009-10-07,FR,PRD-1072,Kid's Parka,VO,CUST-83988,143.47,RUB,54,R3,35,2009-09
2011-03-24,2011-04-30,RU,PRD-3461,Men's Parka,VO,CUST-51952,134.07,RUB,56,R5,37,2011-03
2010-01-09,2011-11-18,RU,PRD-3621,Kid's Parka,VO,CUST-90626,464.34,USD,71,R5,7,2010-01
2009-12-04,2011-08-04,RU,PRD-5238,Winter Coat,VO,CUST-67769,192.3,EUR,82,R4,24,2009-12
2009-10-16,2011-01-07,DE,PRD-6729,Winter Coat,VO,CUST-93739,406.92,USD,89,R2,62,2009-10
2010-06-11,2011-08-03,FR,PRD-8530,Men's Parka,VO,CUST-75077,198.38,EUR,77,R1,21,2010-06
2009-08-24,2011-02-10,FR,PRD-1972,Men's Parka,VO,CUST-55263,483.87,USD,60,R1,25,2009-08
2010-07-01,2010-11-04,FR,PRD-3264,Men's Parka,VO,CUST-62596,137.68,EUR,75,R4,26,2010-07
2009-02-27,2010-12-29,IT,PRD-6046,Men's Parka,VO,CUST-38426,233.1,EUR,72,R4,45,2009-02
2009-06-08,2010-01-16,IT,PRD-1191,Winter Coat,VO,CUST-32458,151.8,RUB,20,R1,61,2009-06
2009-02-01,2011-09-01,RU,PRD-6673,Men's Parka,VO,CUST-55516,99.28,EUR,98,R3,42,2009-02
2010-09-08,2010-12-17,IT,PRD-9778,Men's Parka,VO,CUST-15724,402.74,GBP,79,R2,66,2010-09
2009-08-16,2011-02-13,RU,PRD-3694,Winter Coat,VO,CUST-67043,149.59,USD,49,R4,11,2009-08
2011-02-04,2011-05-21,DE,PRD-1661,Kid's Parka,VO,CUST-93952,194.49,GBP,86,R2,86,2011-02
2009-02-16,2009-04-26,DE,PRD-3491,Kid's Parka,VO,CUST-74258,471.55,EUR,26,R3,69,2009-02
2009-01-08,2011-05-25,RU,PRD-7157,Winter Coat,VO,CUST-11896,319.12,GBP,52,R3,79,2009-01
2009-12-05,2010-11-16,ES,PRD-2606,Women's Parka,VO,CUST-58261,98.27,RUB,61,R1,32,2009-12
2011-02-15,2011-05-07,FR,PRD-4696,Winter Coat,VO,CUST-40155,371.83,USD,5,R2,81,2011-02
2009-12-24,2011-09-09,FR,PRD-5757,Kid's Parka,VO,CUST-81608,131.53,RUB,31,R2,65,2009-12
2009-04-08,2011-01-21,ES,PRD-6133,Winter Coat,VO,CUST-89140,51.5,USD,25,R2,34,2009-04
2009-11-13,2010-08-12,IT,PRD-1465,Winter Coat,VO,CUST-23799,205.28,GBP,15,R4,77,2009-11
2009-01-16,2009-03-15,RU,PRD-2258,Women's Parka,VO,CUST-50482,70.66,RUB,95,R2,58,2009-01
2010-06-10,2010-12-29,DE,PRD-3154,Men's Parka,VO,CUST-27256,165.01,GBP,77,R1,67,2010-06
2010-01-26,2010-10-13,IT,PRD-1992,Men's Parka,VO,CUST-32188,166.94,EUR,9,R1,84,2010-01
2009-10-14,2011-10-06,IT,PRD-1681,Winter Coat,VO,CUST-62784,240.52,USD,66,R3,89,2009-10
2010-03-19,2011-09-25,RU,PRD-3848,Women's Parka,VO,CUST-50231,465.51,GBP,23,R3,33,2010-03
2010-08-14,2010-12-28,ES,PRD-7602,Kid's Parka,VO,CUST-77591,104.64,RUB,33,R2,79,2010-08
2010-05-25,2011-12-09,DE,PRD-9511,Women's Parka,VO,CUST-83073,333.43,GBP,63,R4,40,2010-05
2011-01-19,2011-06-18,DE,PRD-5066,Men's Parka,VO,CUST-65849,57.27,RUB,8,R2,75,2011-01
2009-05-14,2011-09-12,IT,PRD-6319,Men's Parka,VO,CUST-17254,463.36,GBP,36,R3,40,2009-05
2011-04-22,2011-08-09,ES,PRD-4290,Men's Parka,VO,CUST-37187,320.38,USD,22,R4,30,2011-04
2009-09-01,2010-09-19,ES,PRD-5651,Men's Parka,VO,CUST-84713,290.6,EUR,91,R1,81,2009-09
2010-03-23,2011-11-12,RU,PRD-1851,Women's Parka,VO,CUST-31684,308.12,RUB,97,R4,84,2010-03
2009-06-22,2010-09-16,DE,PRD-5750,Winter Coat,VO,CUST-39353,287.63,GBP,85,R5,59,2009-06
2011-07-07,2011-12-07,RU,PRD-9582,Women's Parka,VO,CUST-99402,115.65,EUR,35,R5,22,2011-07
2009-04-19,2011-06-18,IT,PRD-2938,Women's Parka,VO,CUST-22634,63.32,RUB,55,R5,32,2009-04
2011-06-01,2011-07-15,FR,PRD-4253,Winter Coat,VO,CUST-48817,469.17,USD,26,R4,44,2011-06
2010-02-07,2011-01-11,ES,PRD-9196,Men's Parka,VO,CUST-62414,406.28,EUR,25,R5,3,2010-02
2011-03-07,2011-08-21,ES,PRD-9152,Kid's Parka,VO,CUST-97099,193.88,EUR,85,R2,66,2011-03
2011-09-20,2011-12-14,RU,PRD-1791,Men's Parka,VO,CUST-39748,126.86,USD,73,R4,85,2011-09
2010-03-28,2010-10-18,IT,PRD-9704,Winter Coat,VO,CUST-54121,497.16,RUB,2,R1,75,2010-03
2010-06-27,2010-12-20,RU,PRD-9246,Women's Parka,VO,CUST-90009,482.77,USD,3,R3,29,2010-06
2009-02-24,2009-03-02,FR,PRD-7844,Women's Parka,VO,CUST-30677,272.18,EUR,48,R1,6,2009-02
2010-01-06,2010-12-03,DE,PRD-5741,Women's Parka,VO,CUST-43411,289.74,USD,55,R1,56,2010-01
2009-04-17,2009-11-14,FR,PRD-5672,Women's Parka,VO,CUST-96567,492.76,RUB,93,R4,87,2009-04
2009-02-21,2009-11-11,ES,PRD-8239,Women's Parka,VO,CUST-91689,293.86,RUB,36,R5,38,2009-02
2010-01-12,2011-11-07,ES,PRD-5118,Men's Parka,VO,CUST-24810,252.14,EUR,56,R4,73,2010-01
2010-06-15,2011-07-02,RU,PRD-8278,Women's Parka,VO,CUST-26764,263.13,USD,28,R3,84,2010-06
2009-04-26,2011-01-31,ES,PRD-7876,Winter Coat,VO,CUST-69446,121.92,USD,13,R1,69,2009-04
2010-12-12,2011-02-20,IT,PRD-8438,Women's Parka,VO,CUST-86510,132.55,GBP,27,R4,70,2010-12
2009-12-17,2011-11-09,FR,PRD-2972,Men's Parka,VO,CUST-67796,189.48,USD,56,R3,67,2009-12
2010-06-13,2010-07-20,ES,PRD-9243,Kid's Parka,VO,CUST-67235,197.53,RUB,42,R3,37,2010-06
2009-08-16,2011-09-17,IT,PRD-2111,Winter Coat,VO,CUST-38571,245.24,EUR,38,R4,16,2009-08
2011-07-30,2011-08-03,IT,PRD-2940,Women's Parka,VO,CUST-76251,193.05,USD,55,R4,4,2011-07
2010-05-12,2011-08-13,IT,PRD-5576,Winter Coat,VO,CUST-85936,261.03,USD,19,R2,19,2010-05
2009-08-29,2011-11-13,FR,PRD-3483,Winter Coat,VO,CUST-99485,285.39,EUR,86,R3,53,2009-08
2010-01-07,2011-06-16,FR,PRD-9348,Women's Parka,VO,CUST-15653,435.86,RUB,6,R5,2,2010-01
2010-06-26,2010-08-04,DE,PRD-2440,Women's Parka,VO,CUST-10448,449.35,USD,94,R5,39,2010-06
2009-05-10,2009-08-26,RU,PRD-3349,Women's Parka,VO,CUST-20165,178.78,RUB,61,R4,19,2009-05
2011-04-14,2011-07-28,IT,PRD-8934,Women's Parka,VO,CUST-89365,403.81,USD,15,R5,34,2011-04
2009-09-28,2011-01-06,RU,PRD-2073,Winter Coat,VO,CUST-74250,355.17,EUR,25,R4,22,2009-09
2010-06-04,2011-08-05,ES,PRD-7979,Kid's Parka,VO,CUST-35410,100.05,USD,76,R1,81,2010-06
2010-07-30,2011-09-04,FR,PRD-8785,Kid's Parka,VO,CUST-38745,178.29,EUR,62,R3,4,2010-07
2010-09-19,2011-03-05,ES,PRD-5781,Winter Coat,VO,CUST-66213,253.78,GBP,22,R4,48,2010-09
2009-05-19,2010-09-14,IT,PRD-7462,Winter Coat,VO,CUST-17272,133.73,EUR,95,R5,42,2009-05
2010-05-24,2010-10-13,IT,PRD-5651,Winter Coat,VO,CUST-36932,243.78,RUB,48,R2,50,2010-05
2009-07-12,2011-06-18,IT,PRD-5106,Women's Parka,VO,CUST-33222,193.69,RUB,28,R4,86,2009-07
2010-03-10,2010-11-25,ES,PRD-7039,Women's Parka,VO,CUST-28962,368.79,GBP,23,R2,17,2010-03
2010-12-17,2011-12-15,ES,PRD-3430,Kid's Parka,VO,CUST-95646,59.57,RUB,53,R3,43,2010-12
2009-12-14,2011-04-12,ES,PRD-3525,Kid's Parka,VO,CUST-21190,446.08,USD,16,R4,30,2009-12
2009-05-31,2010-08-08,FR,PRD-6463,Kid's Parka,VO,CUST-90717,100.82,RUB,40,R4,83,2009-05
2009-08-04,2010-07-13,RU,PRD-2234,Women's Parka,VO,CUST-98154,395.54,RUB,97,R3,13,2009-08
2011-07-02,2011-12-04,DE,PRD-4213,Men's Parka,VO,CUST-41359,456.23,USD,68,R4,61,2011-07
2009-05-03,2010-10-09,DE,PRD-6380,Kid's Parka,VO,CUST-91318,124.12,EUR,6,R3,33,2009-05
2010-11-01,2011-02-03,DE,PRD-7982,Men's Parka,VO,CUST-75917,147.47,USD,47,R4,54,2010-11
2009-02-23,2011-02-05,IT,PRD-8891,Men's Parka,VO,CUST-12777,494.46,USD,11,R5,58,2009-02
2009-10-07,2010-08-04,ES,PRD-9144,Women's Parka,VO,CUST-88112,330.28,EUR,71,R5,60,2009-10
2010-03-19,2011-03-02,RU,PRD-1067,Women's Parka,VO,CUST-14775,181.11,USD,14,R3,2,2010-03
2010-05-19,2010-09-15,DE,PRD-3822,Men's Parka,VO,CUST-29237,132.16,RUB,1,R2,59,2010-05
2009-01-28,2010-12-06,RU,PRD-9862,Men's Parka,VO,CUST-25133,432.63,USD,81,R2,33,2009-01
2009-04-16,2011-09-22,DE,PRD-1442,Winter Coat,VO,CUST-93036,51.72,RUB,59,R4,73,2009-04
2011-04-07,2011-06-10,RU,PRD-8335,Winter Coat,VO,CUST-10833,332.38,USD,26,R4,64,2011-04
2009-02-25,2011-12-23,RU,PRD-5184,Winter Coat,VO,CUST-77696,125.37,RUB,18,R1,87,2009-02
2009-01-12,2010-12-28,IT,PRD-2795,Winter Coat,VO,CUST-65595,480.86,GBP,18,R2,60,2009-01
2010-11-15,2011-02-08,IT,PRD-3344,Women's Parka,VO,CUST-32584,350.21,GBP,79,R4,85,2010-11
2010-07-22,2010-09-01,ES,PRD-8095,Winter Coat,VO,CUST-56403,133.98,USD,36,R3,41,2010-07
2009-08-19,2010-06-15,RU,PRD-6743,Women's Parka,VO,CUST-60729,382.76,USD,32,R2,53,2009-08
2010-06-09,2011-06-05,ES,PRD-8022,Women's Parka,VO,CUST-66876,282.3,EUR,84,R2,19,2010-06
2010-05-26,2011-11-01,IT,PRD-3819,Men's Parka,VO,CUST-88084,275.44,RUB,70,R5,44,2010-05
2009-08-08,2011-04-15,FR,PRD-8324,Kid's Parka,VO,CUST-34802,318.66,EUR,39,R4,84,2009-08
2009-03-23,2009-07-22,DE,PRD-3211,Men's Parka,VO,CUST-77746,81.46,RUB,86,R2,40,2009-03
2009-02-09,2011-06-24,IT,PRD-4123,Men's Parka,VO,CUST-27270,322.16,USD,37,R4,77,2009-02
2009-07-02,2010-09-09,RU,PRD-6932,Women's Parka,VO,CUST-68515,90.62,RUB,73,R3,32,2009-07
2009-10-22,2010-05-28,ES,PRD-1762,Women's Parka,VO,CUST-41714,297.56,USD,34,R1,22,2009-10
2009-12-05,2011-02-01,ES,PRD-6243,Kid's Parka,VO,CUST-83581,246.87,EUR,98,R4,68,2009-12
2009-11-12,2011-11-13,DE,PRD-8046,Women's Parka,VO,CUST-40343,190.57,GBP,28,R4,14,2009-11
2010-01-01,2010-06-05,RU,PRD-1783,Men's Parka,VO,CUST-11305,242.6,GBP,63,R2,41,2010-01
2009-02-21,2010-07-20,FR,PRD-4452,Kid's Parka,VO,CUST-42256,77.42,USD,73,R2,13,2009-02
2010-05-19,2011-10-21,DE,PRD-2509,Kid's Parka,VO,CUST-30248,114.95,USD,41,R4,21,2010-05
2009-02-26,2009-09-14,DE,PRD-2854,Men's Parka,VO,CUST-29076,299.05,RUB,95,R4,68,2009-02
2009-09-19,2010-08-10,RU,PRD-5310,Kid's Parka,VO,CUST-80179,155.8,GBP,8,R1,87,2009-09
2009-07-11,2009-07-27,RU,PRD-2153,Kid's Parka,VO,CUST-49430,333.72,EUR,78,R4,16,2009-07
2010-12-11,2011-11-06,DE,PRD-4843,Winter Coat,VO,CUST-79863,318.57,USD,9,R5,31,2010-12
2009-04-07,2011-05-23,RU,PRD-9793,Women's Parka,VO,CUST-24938,202.21,RUB,98,R4,45,2009-04
2010-07-11,2010-12-22,RU,PRD-1061,Men's Parka,VO,CUST-61605,471.73,GBP,25,R5,62,2010-07
2010-06-17,2010-10-19,DE,PRD-4394,Kid's Parka,VO,CUST-50263,387.0,USD,27,R2,83,2010-06
2009-08-24,2010-05-27,ES,PRD-9163,Kid's Parka,VO,CUST-94850,408.28,GBP,66,R1,57,2009-08
2009-08-23,2011-10-04,DE,PRD-2031,Kid's Parka,VO,CUST-13585,431.5,EUR,82,R3,22,2009-08
2009-04-07,2009-07-14,RU,PRD-9147,Kid's Parka,VO,CUST-34259,327.11,GBP,40,R2,50,2009-04
2009-03-06,2011-10-13,DE,PRD-2902,Women's Parka,VO,CUST-86594,497.43,GBP,41,R1,54,2009-03
2009-03-02,2011-10-12,IT,PRD-8650,Winter Coat,VO,CUST-48931,413.27,EUR,53,R2,14,2009-03
2009-08-03,2010-08-30,DE,PRD-1717,Men's Parka,VO,CUST-23976,118.44,EUR,66,R4,66,2009-08
2009-02-13,2009-11-29,DE,PRD-1178,Winter Coat,VO,CUST-32577,66.98,GBP,61,R1,85,2009-02
2009-01-23,2011-12-23,IT,PRD-9064,Kid's Parka,VO,CUST-28310,440.02,USD,34,R1,64,2009-01
2009-12-25,2011-06-25,DE,PRD-4342,Women's Parka,VO,CUST-89140,188.47,USD,64,R4,53,2009-12
2011-01-05,2011-06-15,RU,PRD-9882,Men's Parka,VO,CUST-88965,412.51,EUR,60,R4,77,2011-01
2009-11-11,2009-12-02,DE,PRD-7756,Winter Coat,VO,CUST-64591,328.61,EUR,53,R3,21,2009-11
2009-03-30,2010-03-13,DE,PRD-8423,Winter Coat,VO,CUST-99768,261.13,EUR,71,R5,77,2009-03
2009-06-20,2011-09-17,FR,PRD-2076,Winter Coat,VO,CUST-24617,161.88,EUR,77,R1,16,2009-06
2010-02-27,2010-08-24,ES,PRD-6528,Kid's Parka,VO,CUST-90741,197.99,GBP,53,R5,28,2010-02
2011-04-21,2011-06-05,RU,PRD-9577,Women's Parka,VO,CUST-61871,487.51,EUR,57,R1,45,2011-04
2010-06-03,2010-09-18,IT,PRD-9047,Kid's Parka,VO,CUST-98779,73.56,USD,15,R2,73,2010-06
2009-05-02,2010-03-13,IT,PRD-9866,Winter Coat,VO,CUST-88099,145.24,EUR,84,R3,89,2009-05
2009-11-01,2010-10-31,RU,PRD-8909,Winter Coat,VO,CUST-19623,391.57,GBP,25,R4,28,2009-11
2010-11-01,2010-12-03,IT,PRD-7378,Women's Parka,VO,CUST-49257,136.65,EUR,37,R1,32,2010-11
2009-09-17,2010-09-22,ES,PRD-7987,Men's Parka,VO,CUST-78245,487.04,GBP,23,R5,63,2009-09
2010-06-26,2011-06-13,DE,PRD-7796,Women's Parka,VO,CUST-60397,137.41,RUB,75,R2,67,2010-06
2010-06-21,2011-05-01,RU,PRD-5137,Women's Parka,VO,CUST-90273,128.78,RUB,84,R4,66,2010-06
2010-07-31,2011-03-19,FR,PRD-3110,Men's Parka,VO,CUST-50931,206.35,RUB,7,R2,61,2010-07
2010-01-14,2010-11-29,IT,PRD-7518,Men's Parka,VO,CUST-46938,334.76,USD,85,R3,22,2010-01
2009-06-11,2009-12-08,IT,PRD-8970,Men's Parka,VO,CUST-12257,290.28,GBP,96,R3,4,2009-06
2010-05-10,2011-01-14,DE,PRD-4072,Women's Parka,VO,CUST-39093,195.26,USD,28,R5,5,2010-05
2009-03-28,2010-03-13,IT,PRD-7510,Women's Parka,VO,CUST-89581,139.8,RUB,66,R5,42,2009-03
2010-03-03,2010-04-02,IT,PRD-9993,Men's Parka,VO,CUST-87508,79.87,GBP,61,R4,30,2010-03
2010-03-19,2011-03-15,FR,PRD-3511,Kid's Parka,VO,CUST-14264,346.87,GBP,68,R3,9,2010-03
2009-11-17,2010-02-01,DE,PRD-2527,Men's Parka,VO,CUST-19444,394.52,USD,86,R4,76,2009-11
2009-03-15,2010-08-15,DE,PRD-5092,Women's Parka,VO,CUST-80864,313.67,GBP,84,R3,81,2009-03
2009-05-22,2011-02-22,IT,PRD-8070,Women's Parka,VO,CUST-87369,358.77,EUR,69,R1,61,2009-05
2009-09-07,2011-05-04,ES,PRD-8088,Winter Coat,VO,CUST-96400,123.45,RUB,59,R3,69,2009-09
2009-02-16,2010-08-14,IT,PRD-5542,Winter Coat,VO,CUST-48828,409.06,EUR,65,R5,53,2009-02
2011-05-10,2011-07-01,IT,PRD-2208,Winter Coat,VO,CUST-29490,341.08,EUR,41,R3,52,2011-05
2010-07-24,2011-09-19,IT,PRD-1239,Women's Parka,VO,CUST-56625,200.66,EUR,85,R1,89,2010-07
2010-11-22,2011-11-12,DE,PRD-9092,Kid's Parka,VO,CUST-44813,289.8,EUR,66,R5,57,2010-11
2011-07-20,2011-12-14,DE,PRD-7856,Winter Coat,VO,CUST-44423,241.32,RUB,29,R2,82,2011-07
2010-12-17,2011-05-08,IT,PRD-4435,Kid's Parka,VO,CUST-28135,422.54,EUR,47,R2,19,2010-12
2010-01-08,2010-12-07,ES,PRD-2577,Winter Coat,VO,CUST-67768,404.82,USD,26,R5,79,2010-01
2009-02-09,2009-10-27,ES,PRD-4154,Women's Parka,VO,CUST-77054,110.93,USD,90,R5,30,2009-02
2009-09-11,2010-12-06,DE,PRD-3300,Winter Coat,VO,CUST-15822,463.91,GBP,73,R5,41,2009-09
2010-11-28,2011-06-21,FR,PRD-9053,Winter Coat,VO,CUST-18364,480.81,RUB,61,R4,40,2010-11
2011-06-21,2011-08-16,ES,PRD-8277,Women's Parka,VO,CUST-39702,234.1,RUB,85,R2,56,2011-06
2009-07-06,2009-12-08,ES,PRD-4207,Men's Parka,VO,CUST-91439,90.71,EUR,49,R5,53,2009-07
2010-09-13,2011-03-29,RU,PRD-8260,Kid's Parka,VO,CUST-91661,92.5,EUR,65,R5,48,2010-09
2010-09-26,2011-11-08,ES,PRD-4256,Winter Coat,VO,CUST-93419,344.93,USD,51,R4,34,2010-09
2009-03-25,2011-08-27,RU,PRD-6724,Men's Parka,VO,CUST-75115,299.57,RUB,38,R1,25,2009-03
2009-01-15,2009-02-03,IT,PRD-7690,Kid's Parka,VO,CUST-22413,416.45,GBP,19,R1,19,2009-01
2009-03-28,2011-11-02,RU,PRD-8860,Kid's Parka,VO,CUST-89641,146.39,GBP,44,R5,32,2009-03
2009-01-10,2009-10-04,DE,PRD-2163,Women's Parka,VO,CUST-52841,132.04,USD,11,R4,31,2009-01
2009-07-18,2009-10-26,FR,PRD-9406,Men's Parka,VO,CUST-84947,358.46,EUR,7,R4,2,2009-07
2009-01-04,2010-09-05,DE,PRD-8538,Kid's Parka,VO,CUST-31684,329.58,USD,11,R5,7,2009-01
2009-01-31,2010-05-19,IT,PRD-2317,Men's Parka,VO,CUST-46589,76.35,EUR,1,R5,14,2009-01
2009-08-12,2010-09-02,ES,PRD-7794,Men's Parka,VO,CUST-75406,469.63,RUB,3,R1,67,2009-08
2010-10-09,2011-01-02,ES,PRD-3665,Women's Parka,VO,CUST-24944,485.73,EUR,6,R3,85,2010-10
2011-08-25,2011-09-06,FR,PRD-1894,Women's Parka,VO,CUST-89867,144.93,EUR,50,R4,12,2011-08
2009-10-30,2009-11-08,IT,PRD-3810,Men's Parka,VO,CUST-50034,311.56,RUB,28,R5,9,2009-10
2009-12-06,2010-04-25,ES,PRD-4616,Men's Parka,VO,CUST-95718,130.9,USD,78,R1,27,2009-12
2010-02-10,2010-04-05,FR,PRD-4132,Women's Parka,VO,CUST-79017,59.22,USD,96,R4,54,2010-02
2010-04-30,2011-09-19,DE,PRD-9992,Women's Parka,VO,CUST-23018,391.94,GBP,11,R4,70,2010-04
2009-09-16,2011-09-03,ES,PRD-6224,Winter Coat,VO,CUST-64390,62.07,USD,7,R5,51,2009-09
2010-04-10,2010-05-28,IT,PRD-1470,Kid's Parka,VO,CUST-57752,193.0,EUR,3,R1,48,2010-04
2009-06-29,2011-03-31,FR,PRD-7308,Women's Parka,VO,CUST-66689,211.14,RUB,31,R2,29,2009-06
2011-09-22,2011-10-08,IT,PRD-1500,Kid's Parka,VO,CUST-20297,275.6,GBP,3,R2,16,2011-09
2009-02-20,2011-12-12,IT,PRD-5703,Men's Parka,VO,CUST-45725,435.26,USD,80,R5,55,2009-02
2009-06-13,2009-07-24,ES,PRD-6092,Kid's Parka,VO,CUST-93664,379.1,RUB,99,R2,41,2009-06
2011-10-16,2011-12-28,RU,PRD-8463,Kid's Parka,VO,CUST-73510,233.94,USD,42,R1,73,2011-10
2010-12-14,2011-02-05,IT,PRD-8058,Winter Coat,VO,CUST-84902,125.1,EUR,65,R5,53,2010-12
2009-08-14,2010-11-17,ES,PRD-1296,Kid's Parka,VO,CUST-86085,85.17,EUR,13,R5,7,2009-08
2011-01-04,2011-02-09,RU,PRD-7914,Winter Coat,VO,CUST-41014,130.91,GBP,84,R2,36,2011-01
2009-10-23,2010-05-31,ES,PRD-7030,Men's Parka,VO,CUST-18926,445.57,EUR,87,R2,39,2009-10
2010-03-07,2010-04-01,DE,PRD-6457,Kid's Parka,VO,CUST-30692,170.37,RUB,42,R2,25,2010-03
2010-07-09,2011-11-04,IT,PRD-4582,Winter Coat,VO,CUST-12053,70.99,USD,62,R1,78,2010-07
2009-11-28,2011-06-16,FR,PRD-6101,Kid's Parka,VO,CUST-64287,347.19,GBP,91,R4,76,2009-11
2009-10-07,2010-08-09,FR,PRD-5643,Women's Parka,VO,CUST-49626,92.46,USD,65,R4,22,2009-10
2009-02-14,2011-02-16,DE,PRD-3998,Kid's Parka,VO,CUST-22666,168.3,GBP,32,R2,74,2009-02
2009-12-15,2011-11-29,FR,PRD-6571,Winter Coat,VO,CUST-38730,364.38,USD,63,R1,80,2009-12
2009-02-20,2011-12-24,FR,PRD-9377,Women's Parka,VO,CUST-51279,358.09,GBP,4,R2,18,2009-02
2009-10-12,2011-01-16,DE,PRD-2256,Women's Parka,VO,CUST-27862,136.93,USD,98,R4,88,2009-10
2009-05-03,2011-06-30,DE,PRD-2232,Men's Parka,VO,CUST-76776,428.63,GBP,21,R1,63,2009-05
2009-12-26,2011-07-10,DE,PRD-5452,Winter Coat,VO,CUST-11723,158.36,GBP,1,R1,14,2009-12
2009-06-13,2011-07-01,RU,PRD-6500,Men's Parka,VO,CUST-76429,349.08,RUB,89,R5,27,2009-06
2010-11-20,2010-12-18,RU,PRD-2553,Men's Parka,VO,CUST-63698,341.78,USD,64,R2,28,2010-11
2009-09-04,2011-03-03,DE,PRD-7311,Winter Coat,VO,CUST-49102,95.62,RUB,89,R2,82,2009-09
2009-05-03,2011-11-23,ES,PRD-8425,Kid's Parka,VO,CUST-10504,53.15,USD,87,R2,60,2009-05
2009-03-11,2011-06-27,DE,PRD-6700,Women's Parka,VO,CUST-97406,97.85,USD,60,R1,3,2009-03
2010-05-28,2011-01-28,RU,PRD-9370,Winter Coat,VO,CUST-38210,245.4,RUB,41,R3,12,2010-05
